,Gender,Car_Owner,Propert_Owner,Children,Annual_income,Type_Income,Education,Marital_status,Housing_type,Age,Employed_exp,Type_Occupation,Family_Members,label
1011,F,N,N,0,166500.0,Working,Higher education,Separated,House / apartment,60.0,4.0,Core staff,1,0
1012,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,38.0,5.0,Drivers,1,0
1013,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,47.0,3.0,Laborers,3,0
1014,M,Y,Y,1,189000.0,Working,Higher education,Married,House / apartment,36.0,10.0,High skill tech staff,3,0
1015,M,Y,N,0,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,34.0,9.0,Managers,1,0
1016,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,55.0,9.0,other,2,0
1017,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.0,0.0,other,2,0
1018,M,Y,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,32.0,12.0,other,3,0
1019,F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,46.0,4.0,Cleaning staff,3,0
1020,F,N,Y,0,121900.5,Pensioner,Secondary / secondary special,Married,House / apartment,44.0,0.0,other,2,0
1021,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,32.0,3.0,Laborers,2,0
1022,F,Y,Y,1,180000.0,Commercial associate,Higher education,Married,House / apartment,33.0,1.0,Core staff,3,0
1023,F,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,38.0,1.0,Sales staff,2,0
1024,M,Y,Y,2,380250.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.0,1.0,Drivers,4,0
1025,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,49.0,7.0,Managers,2,0
1026,F,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,41.0,4.0,Laborers,4,0
1027,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,29.0,4.0,Sales staff,2,0
1028,F,Y,Y,0,238500.0,Working,Higher education,Married,House / apartment,42.0,19.0,Medicine staff,2,0
1029,M,Y,N,0,261000.0,Commercial associate,Incomplete higher,Civil marriage,With parents,24.0,2.0,Sales staff,2,0
1030,F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.0,7.0,Managers,3,0
1031,M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,36.0,14.0,Managers,2,0
1032,M,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,26.0,5.0,High skill tech staff,3,0
1033,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,49.0,2.0,Security staff,1,0
1034,M,Y,Y,0,180000.0,Working,Incomplete higher,Married,House / apartment,47.0,13.0,Laborers,2,0
1035,F,Y,N,1,171000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,38.0,18.0,Medicine staff,3,0
1036,M,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,With parents,31.0,3.0,Drivers,1,0
1037,M,N,N,2,202500.0,Working,Secondary / secondary special,Married,With parents,30.0,2.0,Drivers,4,0
1038,F,N,N,0,33750.0,Pensioner,Higher education,Married,House / apartment,52.0,0.0,other,2,0
1039,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.0,0.0,other,1,0
1040,F,N,Y,0,135000.0,Pensioner,Higher education,Single / not married,House / apartment,62.0,0.0,other,1,0
1041,M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,56.0,6.0,Laborers,2,0
1042,F,N,Y,2,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,46.0,1.0,Sales staff,4,0
1043,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,40.0,10.0,Laborers,2,0
1044,F,Y,N,0,153000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65.0,0.0,other,1,0
1045,F,N,Y,1,180000.0,Working,Higher education,Separated,House / apartment,41.0,4.0,HR staff,2,0
1046,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,28.0,5.0,High skill tech staff,1,0
1047,M,Y,N,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,41.0,19.0,Laborers,2,0
1048,M,N,N,0,112500.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,40.0,7.0,other,2,0
1049,M,Y,N,1,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,37.0,4.0,other,3,0
1050,M,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.0,1.0,Drivers,2,0
1051,M,Y,Y,0,116100.0,Working,Secondary / secondary special,Married,House / apartment,28.0,7.0,Laborers,2,0
1052,M,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,66.0,0.0,other,2,0
1053,M,Y,Y,0,380250.0,Pensioner,Higher education,Married,House / apartment,47.0,0.0,other,2,0
1054,M,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,58.0,21.0,Laborers,2,0
1055,F,N,Y,1,337500.0,State servant,Higher education,Married,House / apartment,35.0,12.0,Core staff,3,0
1056,F,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,32.0,1.0,Core staff,2,0
1057,F,N,N,0,157500.0,Working,Higher education,Single / not married,Office apartment,52.0,9.0,Laborers,1,0
1058,F,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,29.0,4.0,other,2,0
1059,M,Y,Y,0,297000.0,Working,Secondary / secondary special,Married,House / apartment,56.0,3.0,other,2,0
1060,F,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,37.0,10.0,Accountants,2,0
1061,M,N,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,27.0,8.0,Laborers,1,0
1062,M,N,N,0,180000.0,Working,Higher education,Married,With parents,37.0,7.0,High skill tech staff,2,0
1063,M,Y,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,42.0,4.0,Drivers,2,0
1064,M,N,Y,1,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,32.0,7.0,Sales staff,3,0
1065,M,Y,Y,0,112500.0,Pensioner,Lower secondary,Married,House / apartment,60.0,0.0,other,2,0
1066,F,N,N,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.0,0.0,other,2,0
1067,F,N,N,0,112500.0,Working,Secondary / secondary special,Widow,With parents,28.0,2.0,Core staff,1,0
1068,M,Y,Y,1,380250.0,Commercial associate,Higher education,Civil marriage,House / apartment,46.0,7.0,High skill tech staff,3,0
1069,M,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,61.0,0.0,other,2,0
1070,F,N,Y,1,135000.0,Working,Incomplete higher,Married,House / apartment,44.0,21.0,other,3,0
1071,M,Y,Y,0,261000.0,Working,Incomplete higher,Married,House / apartment,44.0,4.0,Managers,2,0
1072,M,Y,Y,0,121500.0,Pensioner,Higher education,Married,House / apartment,66.0,0.0,other,2,0
1073,F,Y,N,0,202500.0,Commercial associate,Incomplete higher,Separated,House / apartment,39.0,4.0,Accountants,1,0
1074,F,Y,Y,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,50.0,21.0,High skill tech staff,2,0
1075,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,45.0,12.0,Drivers,2,0
1076,F,N,Y,0,337500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,60.0,0.0,other,1,0
1077,F,N,N,0,202500.0,Pensioner,Higher education,Single / not married,House / apartment,64.0,0.0,other,1,0
1078,F,Y,N,0,337500.0,Working,Higher education,Married,House / apartment,35.0,6.0,Accountants,2,0
1079,M,Y,N,2,157500.0,Working,Secondary / secondary special,Separated,With parents,38.0,4.0,Laborers,3,0
1080,F,Y,N,0,247500.0,Working,Secondary / secondary special,Separated,House / apartment,37.0,6.0,Laborers,1,0
1081,M,N,Y,0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,27.0,5.0,Laborers,1,0
1082,F,N,Y,0,337500.0,State servant,Higher education,Married,House / apartment,44.0,9.0,Managers,2,0
1083,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,56.0,11.0,other,2,0
1084,F,N,Y,0,126000.0,Working,Secondary / secondary special,Single / not married,House / apartment,46.0,8.0,Cooking staff,1,0
1085,F,Y,Y,0,225000.0,Commercial associate,Higher education,Separated,House / apartment,33.0,3.0,Waiters/barmen staff,1,0
1086,F,N,N,2,135000.0,Working,Secondary / secondary special,Married,With parents,31.0,5.0,Core staff,4,0
1087,M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52.0,10.0,Laborers,2,0
1088,F,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,48.0,3.0,other,2,0
1089,F,N,Y,0,40500.0,Working,Secondary / secondary special,Married,House / apartment,35.0,14.0,Cleaning staff,2,0
1090,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,58.0,0.0,other,1,0
1091,F,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,33.0,2.0,Sales staff,4,0
1092,F,N,N,0,315000.0,State servant,Higher education,Married,House / apartment,58.0,18.0,Core staff,2,0
1093,F,N,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,42.0,6.0,Secretaries,4,0
1094,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,59.0,0.0,other,2,0
1095,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65.0,0.0,other,1,0
1096,F,Y,Y,1,252000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,29.0,2.0,other,2,0
1097,F,Y,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,50.0,5.0,Sales staff,2,0
1098,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,With parents,24.0,4.0,Drivers,2,0
1099,F,N,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,50.0,6.0,Laborers,1,0
1100,M,N,Y,0,162000.0,Pensioner,Higher education,Married,House / apartment,64.0,0.0,other,2,0
1101,M,Y,Y,0,315000.0,Working,Incomplete higher,Married,House / apartment,44.0,4.0,Managers,2,0
1102,F,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,37.0,6.0,Core staff,3,0
1103,F,Y,Y,1,180000.0,Working,Higher education,Separated,House / apartment,52.0,16.0,Managers,2,0
1104,F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,With parents,40.0,1.0,Core staff,4,0
1105,F,N,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,25.0,3.0,Core staff,2,0
1106,F,N,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,33.0,7.0,Managers,1,0
1107,M,Y,N,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,48.0,6.0,Laborers,2,0
1108,F,Y,N,1,112500.0,Working,Higher education,Single / not married,House / apartment,27.0,4.0,Core staff,2,0
1109,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,28.0,2.0,Laborers,3,0
1110,F,Y,Y,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,50.0,8.0,Laborers,1,0
1111,M,Y,Y,0,380250.0,Commercial associate,Secondary / secondary special,Married,House / apartment,50.0,3.0,Drivers,2,0
1112,M,N,N,0,157500.0,Commercial associate,Higher education,Single / not married,House / apartment,28.0,4.0,Sales staff,1,0
1113,F,N,N,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,63.0,7.0,High skill tech staff,1,0
1114,F,Y,N,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,3.0,Laborers,3,0
1115,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,64.0,0.0,other,1,0
1116,M,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,48.0,0.0,other,1,0
1117,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,43.0,8.0,Core staff,2,0
1118,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,58.0,0.0,other,1,0
1119,F,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33.0,8.0,Core staff,2,0
1120,F,N,N,2,180000.0,State servant,Secondary / secondary special,Married,Office apartment,31.0,8.0,Laborers,4,0
1121,M,Y,Y,0,380250.0,Working,Higher education,Married,House / apartment,52.0,0.0,other,2,0
1122,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,49.0,9.0,Drivers,2,0
1123,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,9.0,Laborers,2,0
1124,F,N,Y,0,337500.0,Commercial associate,Higher education,Married,House / apartment,30.0,11.0,Core staff,2,0
1125,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,59.0,9.0,Security staff,2,0
1126,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,28.0,1.0,Laborers,2,0
1127,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,36.0,2.0,other,2,0
1128,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,44.0,2.0,Laborers,2,0
1129,F,N,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,30.0,5.0,Core staff,2,0
1130,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,44.0,1.0,Sales staff,2,0
1131,M,Y,Y,1,315000.0,Working,Higher education,Married,House / apartment,47.0,2.0,Laborers,3,0
1132,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,47.0,5.0,Sales staff,2,0
1133,F,N,Y,0,83250.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,55.0,0.0,other,2,0
1134,F,N,Y,0,261000.0,Working,Secondary / secondary special,Married,House / apartment,55.0,7.0,Laborers,2,0
1135,M,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,48.0,6.0,Laborers,2,0
1136,M,Y,Y,0,360000.0,Working,Higher education,Married,House / apartment,61.0,11.0,Managers,2,0
1137,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,36.0,3.0,Laborers,2,0
1138,F,N,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,54.0,7.0,High skill tech staff,1,0
1139,F,Y,Y,0,270000.0,State servant,Higher education,Married,House / apartment,45.0,21.0,Managers,2,0
1140,M,Y,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,56.0,0.0,other,2,0
1141,F,N,N,0,112500.0,Working,Higher education,Single / not married,Co-op apartment,35.0,1.0,Core staff,1,0
1142,M,N,N,1,225000.0,Working,Higher education,Married,House / apartment,50.0,7.0,Managers,3,0
1143,M,Y,Y,0,173250.0,Working,Secondary / secondary special,Civil marriage,House / apartment,45.0,6.0,Drivers,2,0
1144,M,N,Y,0,148500.0,Working,Secondary / secondary special,Single / not married,House / apartment,32.0,3.0,Laborers,1,0
1145,M,N,Y,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,49.0,11.0,Managers,2,0
1146,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,29.0,4.0,Accountants,3,0
1147,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65.0,0.0,other,1,0
1148,F,N,Y,2,76500.0,State servant,Higher education,Married,House / apartment,40.0,6.0,other,4,0
1149,M,Y,N,0,225000.0,Commercial associate,Higher education,Married,House / apartment,36.0,4.0,other,2,0
1150,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,46.0,7.0,Core staff,2,0
1151,M,Y,Y,2,216000.0,State servant,Higher education,Married,House / apartment,30.0,7.0,High skill tech staff,4,0
1152,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,58.0,0.0,other,1,0
1153,M,N,Y,0,211500.0,Working,Secondary / secondary special,Single / not married,House / apartment,28.0,3.0,Core staff,1,0
1154,M,Y,N,2,202500.0,Working,Higher education,Married,House / apartment,32.0,2.0,Drivers,4,0
1155,F,N,N,1,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,44.0,21.0,Core staff,2,0
1156,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,28.0,1.0,Laborers,2,0
1157,M,N,N,0,166500.0,Working,Secondary / secondary special,Single / not married,House / apartment,23.0,1.0,Laborers,1,0
1158,F,N,Y,2,72000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,15.0,Medicine staff,4,0
1159,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,56.0,6.0,Cleaning staff,2,0
1160,F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,39.0,6.0,Core staff,2,0
1161,F,N,Y,1,67500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,49.0,1.0,other,3,0
1162,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,44.0,4.0,Laborers,1,0
1163,F,Y,Y,0,207000.0,State servant,Higher education,Married,House / apartment,61.0,10.0,Medicine staff,2,0
1164,M,Y,N,1,148500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,35.0,8.0,Drivers,3,0
1165,F,N,N,0,112500.0,Commercial associate,Incomplete higher,Married,House / apartment,28.0,6.0,other,2,0
1166,F,N,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,43.0,3.0,Laborers,4,0
1167,F,N,Y,0,202500.0,Commercial associate,Higher education,Single / not married,House / apartment,39.0,6.0,other,1,0
1168,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,55.0,19.0,Sales staff,2,0
1169,F,N,Y,2,67500.0,Working,Secondary / secondary special,Separated,House / apartment,38.0,8.0,Sales staff,3,0
1170,F,N,Y,0,306000.0,Commercial associate,Higher education,Married,House / apartment,41.0,9.0,other,2,0
1171,F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,48.0,21.0,Medicine staff,3,0
1172,M,Y,Y,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,58.0,8.0,Laborers,3,0
1173,F,N,Y,0,112500.0,Working,Incomplete higher,Civil marriage,House / apartment,25.0,5.0,other,2,0
1174,M,Y,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,47.0,2.0,Managers,4,0
1175,M,N,Y,0,380250.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,28.0,4.0,Managers,1,0
1176,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,49.0,11.0,Security staff,2,0
1177,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.0,9.0,Sales staff,2,0
1178,M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,50.0,4.0,Drivers,2,0
1179,F,Y,Y,0,315000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,58.0,0.0,other,1,0
1180,F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.0,3.0,Cooking staff,2,0
1181,M,Y,Y,0,72000.0,Working,Higher education,Married,House / apartment,60.0,2.0,Security staff,2,0
1182,F,N,N,2,81000.0,Working,Lower secondary,Single / not married,House / apartment,42.0,6.0,Sales staff,3,0
1183,F,N,N,0,171000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.0,0.0,other,2,0
1184,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,40.0,1.0,Sales staff,3,0
1185,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,39.0,5.0,other,2,0
1186,F,Y,N,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,54.0,21.0,Medicine staff,2,0
1187,M,N,Y,1,292500.0,State servant,Higher education,Married,House / apartment,46.0,10.0,Core staff,3,0
1188,M,N,Y,2,360000.0,State servant,Higher education,Married,House / apartment,44.0,15.0,Managers,4,0
1189,F,N,Y,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,42.0,9.0,Laborers,1,0
1190,F,Y,Y,1,337500.0,State servant,Secondary / secondary special,Married,House / apartment,46.0,1.0,Laborers,3,0
1191,F,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.0,9.0,Sales staff,3,0
1192,M,N,Y,0,198000.0,Pensioner,Higher education,Married,House / apartment,68.0,0.0,other,2,0
1193,M,Y,N,1,202500.0,Commercial associate,Higher education,Married,With parents,27.0,1.0,Managers,3,0
1194,M,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,29.0,1.0,Drivers,1,0
1195,F,N,Y,1,166500.0,Working,Secondary / secondary special,Married,House / apartment,55.0,21.0,other,3,0
1196,F,N,N,2,73350.0,Working,Secondary / secondary special,Married,House / apartment,39.0,19.0,Medicine staff,4,0
1197,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,33.0,5.0,Laborers,3,0
1198,F,N,N,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,67.0,0.0,other,2,0
1199,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,44.0,0.0,other,2,0
1200,F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,56.0,0.0,other,2,0
1201,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,34.0,1.0,Laborers,4,0
1202,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,62.0,6.0,High skill tech staff,2,0
1203,F,N,N,0,211500.0,Working,Secondary / secondary special,Married,House / apartment,47.0,5.0,other,2,0
1204,M,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,45.0,4.0,Drivers,3,0
1205,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,63.0,0.0,other,1,0
1206,M,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,48.0,0.0,other,1,0
1207,M,Y,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,34.0,2.0,Core staff,1,0
1208,M,N,N,1,380250.0,Working,Secondary / secondary special,Married,With parents,35.0,4.0,Drivers,3,0
1209,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,52.0,2.0,other,1,0
1210,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,28.0,7.0,Laborers,2,0
1211,F,N,N,0,247500.0,Working,Higher education,Married,House / apartment,39.0,20.0,Managers,2,0
1212,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,38.0,4.0,Laborers,1,0
1213,F,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,29.0,3.0,other,2,0
1214,M,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,61.0,0.0,other,2,0
1215,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,41.0,9.0,other,1,0
1216,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,27.0,5.0,Sales staff,2,0
1217,M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,28.0,3.0,High skill tech staff,2,0
1218,F,N,N,0,193500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,44.0,5.0,Laborers,1,0
1219,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,30.0,4.0,Private service staff,2,0
1220,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.0,1.0,Drivers,2,0
1221,F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,34.0,1.0,Drivers,4,0
1222,F,N,Y,1,180000.0,Pensioner,Higher education,Married,House / apartment,52.0,0.0,other,3,0
1223,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,64.0,1.0,other,2,0
1224,M,N,N,1,247500.0,Working,Higher education,Single / not married,House / apartment,38.0,5.0,Laborers,2,0
1225,M,Y,N,2,360000.0,Working,Secondary / secondary special,Married,House / apartment,44.0,7.0,Drivers,4,0
1226,M,Y,N,1,193500.0,Working,Higher education,Married,House / apartment,49.0,11.0,other,3,0
1227,F,Y,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,31.0,5.0,Cooking staff,3,0
1228,F,N,Y,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,52.0,8.0,High skill tech staff,2,0
1229,F,N,Y,0,153000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,60.0,0.0,other,1,0
1230,F,N,N,2,171000.0,Working,Secondary / secondary special,Married,House / apartment,38.0,10.0,High skill tech staff,4,0
1231,F,N,N,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,34.0,1.0,Core staff,1,0
1232,M,Y,Y,0,360000.0,Commercial associate,Incomplete higher,Married,House / apartment,54.0,1.0,Managers,2,0
1233,M,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,41.0,4.0,Laborers,4,0
1234,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,52.0,0.0,other,2,0
1235,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57.0,21.0,Accountants,2,0
1236,F,N,N,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,48.0,5.0,Core staff,1,0
1237,F,N,Y,0,135000.0,Working,Higher education,Single / not married,House / apartment,25.0,3.0,Managers,1,0
1238,M,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,39.0,10.0,Laborers,4,0
1239,F,N,N,0,180000.0,State servant,Incomplete higher,Married,House / apartment,28.0,8.0,Core staff,2,0
1240,F,N,N,0,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,51.0,21.0,Laborers,2,0
1241,F,N,Y,0,135000.0,Pensioner,Incomplete higher,Separated,House / apartment,56.0,0.0,other,1,0
1242,M,N,N,1,225000.0,Working,Higher education,Married,House / apartment,38.0,17.0,Core staff,3,0
1243,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.0,0.0,other,2,0
1244,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,12.0,Low-skill Laborers,2,0
1245,M,Y,N,0,292500.0,Working,Secondary / secondary special,Single / not married,House / apartment,38.0,4.0,Drivers,1,0
1246,F,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,32.0,0.0,Managers,4,0
1247,F,N,Y,0,274500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,56.0,19.0,High skill tech staff,2,0
1248,F,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,49.0,5.0,Core staff,1,0
1249,M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,9.0,Laborers,2,0
1250,M,Y,N,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,40.0,11.0,other,4,0
1251,M,N,N,0,360000.0,Commercial associate,Higher education,Married,House / apartment,56.0,5.0,Managers,2,0
1252,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,67.0,0.0,other,1,0
1253,M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,27.0,5.0,Drivers,2,0
1254,F,N,Y,2,54000.0,Working,Higher education,Married,House / apartment,31.0,12.0,Cleaning staff,4,0
1255,F,N,N,1,76500.0,Working,Higher education,Married,House / apartment,44.0,2.0,Sales staff,3,0
1256,M,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,48.0,6.0,Laborers,2,0
1257,F,N,Y,1,112500.0,State servant,Incomplete higher,Civil marriage,House / apartment,30.0,10.0,Secretaries,3,0
